Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP
Speranza,Tiggo,44000,2010,Benzine,Manual,,4X4,"EGP 455,000"
Mercedes-Benz,E200,22000,2021,Benzine,Automatic,200,Sedan,"EGP 4,050,000"
Mercedes-Benz,E200,5000,2025,Benzine,Automatic,2000,Sedan,"EGP 5,050,000"
Ford,Fiesta,200000,2000,Benzine,Manual,1300,Hatchback,"EGP 120,000"
Kia,K3,170000,2013,Benzine,Automatic,1600,Sedan,"EGP 725,000"
Toyota,Corolla,200000,1998,Benzine,Manual,1600,Estate,"EGP 250,000"
Nissan,Qashqai,100000,2018,Benzine,Automatic,1200,SUV,"EGP 790,000"
BMW,M3,20000,2023,Benzine,Automatic,3000,Sedan,"EGP 7,300,000"
Kia,Cerato,20000,2017,Benzine,Automatic,1600,Sedan,"EGP 730,000"
Mercedes-Benz,C180,99000,2018,Benzine,Automatic,,Sedan,"EGP 1,850,000"
Mercedes-Benz,C180,122000,2010,Benzine,Automatic,1600,Sedan,"EGP 1,250,000"
Opel,Vectra,505000,1996,Benzine,Automatic,,Sedan,"EGP 190,000"
Seat,Ibiza,54000,2024,Diesel,Automatic,1600,Hatchback,"EGP 900,000"
Mercedes-Benz,C200,274000,2008,Benzine,Automatic,,Sedan,"EGP 950,000"
Renault,Megane,187000,2009,Benzine,Automatic,1600,Sedan,"EGP 375,000"
Hyundai,Verna,270000,2011,Benzine,Manual,,Sedan,"EGP 330,000"
Chevrolet,Optra,215000,2008,Benzine,Manual,1500,Sedan,"EGP 380,000"
Peugeot,504,200000,1980,Benzine,Manual,2000,Sedan,"EGP 140,000"
Peugeot,508,227000,2015,Benzine,Automatic,1600,Sedan,"EGP 530,000"
Suzuki,Maruti,195000,2014,Benzine,Manual,800,Hatchback,"EGP 195,000"
KGM,Torres,18000,2025,Benzine,Automatic,1500,SUV,"EGP 1,750,000"
Jeep,Liberty,430000,2002,Benzine,Automatic,3700,4X4,"EGP 445,000"
Honda,Accord,14000,2023,Benzine,Automatic,1500,Sedan,"EGP 2,200,000"
Suzuki,Other,17000,2009,Benzine,Manual,1000,Pickup,"EGP 250,000"
Renault,Megane,302017,2006,Benzine,Automatic,1600,Sedan,"EGP 300,000"
Senova,A1,49000,2016,Benzine,Automatic,1500,Hatchback,"EGP 400,000"
Hyundai,Verna,180000,2011,Benzine,Manual,1600,Sedan,"EGP 390,000"
Nissan,Sunny,240000,2014,Benzine,Automatic,1600,Sedan,"EGP 385,000"
Fiat,Panda,121000,2017,Benzine,Manual,1200,Hatchback,"EGP 320,000"
Jac,S3,180000,2015,Benzine,Automatic,1600,SUV,"EGP 410,000"
Speranza,A620,250000,2007,Benzine,Automatic,2000,Sedan,"EGP 235,000"
Other make,Other,1,2025,Electric,Automatic,,Small city car,"EGP 195,000"
BMW,525,300000,2007,Benzine,Automatic,2500,Sedan,"EGP 750,000"
Renault,Logan,212000,2013,Benzine,Manual,1600,Sedan,"EGP 295,000"
Chevrolet,Lanos,155000,2015,Benzine,Manual,1500,Sedan,"EGP 400,000"
Suzuki,Celerio,199000,2011,Benzine,Manual,1000,Hatchback,"EGP 290,000"
Hyundai,Verna,400000,2012,Benzine,Manual,1600,Sedan,"EGP 305,000"
Suzuki,Ertiga,281000,2015,Benzine,Automatic,1400,Estate,"EGP 550,000"
Hyundai,Tucson,115000,2019,Benzine,Automatic,1600,SUV,"EGP 1,250,000"
Mitsubishi,Pajero,150000,2013,Benzine,Automatic,3800,4X4,"EGP 1,700,000"
Jeep,Grand Cherokee,2000,2024,Benzine,Automatic,3600,4X4,"EGP 4,850,000"
BYD,F3,25000,2025,Benzine,Automatic,1600,Sedan,"EGP 600,000"
Hyundai,Matrix,270000,2007,Benzine,Manual,1599,Hatchback,"EGP 380,000"
Peugeot,301,70000,2021,Benzine,Automatic,1600,Sedan,"EGP 645,000"
Porsche,Cayenne,35000,2020,Benzine,Automatic,3000,SUV,"EGP 5,850,000"
Opel,Corsa,98000,2014,Benzine,Automatic,1400,Hatchback,"EGP 585,000"
Toyota,Corolla,98000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,130,000"
Daewoo,Lanos,320000,2003,Benzine,Manual,1500,Sedan,"EGP 255,000"
Daewoo,Lanos,200000,2006,Benzine,Manual,1500,Sedan,"EGP 300,000"
Mercedes-Benz,C180,6000,2023,Benzine,Automatic,1500,Sedan,"EGP 2,780,000"
Fiat,128,100000,1983,Benzine,Manual,1300,Sedan,"EGP 60,000"
BMW,X3,130000,2017,Benzine,Automatic,3000,SUV,"EGP 2,500,000"
Faw,Pickup,60000,2011,Benzine,Manual,,Pickup,"EGP 115,000"
Fiat,Tipo,120000,2021,Benzine,Automatic,1600,Sedan,"EGP 680,000"
Hyundai,Accent,40000,2024,Benzine,Automatic,1600,Sedan,"EGP 820,000"
Speranza,A113,174000,2009,Benzine,Manual,1300,Hatchback,"EGP 180,000"
Seat,Leon,135000,2000,Benzine,Automatic,2000,Hatchback,"EGP 290,000"
BYD,F3,100000,2018,Benzine,Manual,1600,Sedan,"EGP 380,000"
Ssang Yong,Tivoli,245000,2017,Benzine,Automatic,1600,SUV,"EGP 680,000"
Chery,Tiggo 7,90000,2021,Benzine,Automatic,1500,SUV,"EGP 675,000"
Kia,Cerato Coupe,185000,2011,Benzine,Automatic,,Sports / Coupe,"EGP 475,000"
Peugeot,405,264320,1991,Benzine,Manual,1600,Sedan,"EGP 150,000"
Cadillac,Escalade,2380,2025,Electric,Automatic,,SUV,"EGP 6,950,000"
Changhe,Ideal,200000,2009,Benzine,Manual,1000,Hatchback,"EGP 110,000"
BMW,218,125000,2021,Benzine,Automatic,1500,SUV,"EGP 1,500,000"
Fiat,Shahin,100000,1995,Benzine,Manual,,Sedan,"EGP 110,000"
Nissan,Sunny,92650,1999,Benzine,Manual,1300,Sedan,"EGP 320,000"
Fiat,Grand Punto,242000,2011,Benzine,Automatic,1400,Hatchback,"EGP 360,000"
Opel,Astra,100000,2004,Benzine,Automatic,,,"EGP 250,000"
Daihatsu,Terios,47000,2007,Benzine,Manual,1600,Hatchback,"EGP 420,000"
Mercedes-Benz,C180,4000,2023,Benzine,Automatic,,Sedan,"EGP 2,850,000"
Speranza,M11,8900,2012,Benzine,Manual,1600,Sedan,"EGP 240,000"
Kia,Rio,99000,2013,Benzine,Automatic,,Hatchback,"EGP 580,000"
Nissan,Sentra,80000,2023,Benzine,Automatic,1600,Sedan,"EGP 580,000"
Speranza,A516,245000,2011,Benzine,Manual,,,"EGP 218,000"
Hyundai,Verna,180000,2007,Benzine,Manual,1500,Sedan,"EGP 300,000"
Renault,Fluence,164000,2014,Benzine,Automatic,,Sedan,"EGP 435,000"
Mercedes-Benz,GLC 200,9200,2023,Benzine,Automatic,1600,4X4,"EGP 4,400,000"
Chevrolet,Cruze,165000,2010,Benzine,Automatic,,Sedan,"EGP 370,000"
Speranza,A516,260000,2006,Benzine,Manual,1600,Sedan,"EGP 240,000"
Renault,Kardian,10000,2025,Benzine,Automatic,1000,Hatchback,"EGP 900,000"
Audi,Q3,109000,2020,Benzine,Automatic,,SUV,"EGP 1,790,000"
Mercedes-Benz,EQE 350,17500,2023,Electric,Automatic,,SUV,"EGP 3,000,000"
Mercedes-Benz,A200,97000,2021,Benzine,Automatic,2000,Sports / Coupe,"EGP 3,100,000"
Opel,Astra,176000,2008,Benzine,Automatic,1600,Hatchback,"EGP 365,000"
Speranza,A516,220000,2009,Benzine,Automatic,2000,Sedan,"EGP 330,000"
Hyundai,Accent,1,2006,Benzine,Manual,1300,Sedan,"EGP 210,000"
BMW,X1,110000,2020,Benzine,Automatic,1500,SUV,"EGP 1,700,000"
Toyota,Urban Cruiser,19000,2024,Benzine,Automatic,1500,SUV,"EGP 1,300,000"
Renault,Sandero Stepway,25000,2019,Benzine,Automatic,,SUV,"EGP 650,000"
Hyundai,Getz,270000,2011,Benzine,Automatic,1600,Hatchback,"EGP 425,000"
Ford,Kuga,153000,2015,Benzine,Automatic,1499,SUV,"EGP 670,000"
Nissan,Sunny,84500,2022,Benzine,Automatic,1500,Sedan,"EGP 555,000"
BMW,IX3,200000,2012,Benzine,Automatic,3000,4X4,"EGP 1,190,000"
Hyundai,Matrix,100000,2005,Benzine,Automatic,1600,Hatchback,"EGP 380,000"
Honda,Civic,160000,1979,Benzine,Automatic,1500,Hatchback,"EGP 150,000"
Suzuki,Swift,120000,2015,Benzine,Automatic,,Hatchback,"EGP 585,000"
Mercedes-Benz,G63,16000,2024,Benzine,Automatic,4000,SUV,"EGP 15,500,000"
Mitsubishi,Lancer,281400,2006,Benzine,Manual,1600,Sedan,"EGP 335,000"
BMW,318,150000,1995,Diesel,Manual,1800,Sedan,"EGP 220,000"
BMW,316,211000,2014,Benzine,Automatic,1600,Sedan,"EGP 960,000"
Daewoo,,320000,2002,Benzine,Automatic,,,"EGP 255,000"
Nissan,Sunny,-,2026,Benzine,Automatic,1500,Sedan,"EGP 690,000"
BMW,318,68000,2018,Benzine,Automatic,1500,Sedan,"EGP 1,450,000"
Proton,Wira,229000,2004,Benzine,Manual,1300,Sedan,"EGP 140,000"
Mazda,3,180000,2007,Benzine,Manual,1600,Sedan,"EGP 350,000"
BMW,X1,45000,2020,Benzine,Automatic,,SUV,"EGP 1,620,000"
MG,MG 6,98000,2020,Benzine,Automatic,1500,Sedan,"EGP 780,000"
Mercedes-Benz,E300,20000,2021,Benzine,Automatic,,Sedan,"EGP 4,200,000"
Kia,Pride,280000,1997,Benzine,Manual,,Hatchback,"EGP 150,000"
Land Rover,Range Rover SVR,25000,2022,Benzine,Automatic,5000,4X4,"EGP 8,200,000"
Chevrolet,Optra,350000,2006,Benzine,Automatic,,,"EGP 250,000"
Jeep,Wrangler,195000,2012,Benzine,Automatic,3600,4X4,"EGP 1,200,000"
Renault,12,205000,2012,Benzine,Manual,1600,Hatchback,"EGP 480,000"
Chevrolet,Optra,209000,2014,Benzine,Automatic,1600,Sedan,"EGP 415,000"
Mercedes-Benz,A180,99000,2021,Benzine,Automatic,,Sedan,"EGP 1,650,000"
Jeep,Wrangler,225000,2014,Benzine,Automatic,3600,4X4,"EGP 1,350,000"
Suzuki,Maruti,134000,1999,Benzine,Manual,800,Hatchback,"EGP 95,000"
BMW,320,115000,2021,Benzine,Automatic,2000,Sedan,"EGP 2,100,000"
Hyundai,Elantra,36000,2025,Benzine,Automatic,1600,Sedan,"EGP 1,050,000"
Saipa,Tiba,210000,2014,Benzine,Manual,1500,Sedan,"EGP 230,000"
Kia,Shuma,110000,2001,Benzine,Automatic,1500,Sedan,"EGP 205,000"
Renault,Logan,220000,2018,Benzine,Automatic,1500,Sedan,"EGP 440,000"
Mercedes-Benz,E200,165000,1990,Benzine,Automatic,,Sedan,"EGP 450,000"
BYD,F3,225000,2008,Benzine,Manual,1600,Sedan,"EGP 275,000"
Subaru,XV,168000,2019,Benzine,Automatic,1600,SUV,"EGP 1,040,000"
Chevrolet,Lanos,188,2010,Benzine,Manual,1500,Sedan,"EGP 250,000"
Volkswagen,Beetle,900000,1971,Benzine,Manual,1300,Hatchback,"EGP 85,000"
Nissan,Qashqai,90000,2020,Benzine,Automatic,,Hatchback,"EGP 900,000"
Daewoo,Lanos,230000,1999,Benzine,Automatic,,,"EGP 230,000"
Skoda,Superb,117000,2021,Benzine,Automatic,2000,Sedan,"EGP 1,530,000"
Ssang Yong,Torres,25000,2024,Benzine,Automatic,1500,SUV,"EGP 1,360,000"
Opel,Meriva,155000,2016,Benzine,Automatic,1400,Hatchback,"EGP 475,000"
Skoda,Felecia,500000,1996,Benzine,Manual,1300,Hatchback,"EGP 135,000"
Mercedes-Benz,EQS 450+,26000,2023,Electric,Automatic,,Sedan,"EGP 6,200,000"
Lada,2107,883,2007,Natural Gas,Manual,,Sedan,"EGP 155,000"
Fiat,Shahin,190000,1998,Benzine,Manual,,,"EGP 120,000"
Aston Martin,DB,200000,1900,Benzine,Manual,3000,Sedan,"EGP 30,000"
Hyundai,I10,120000,2016,Benzine,Automatic,,Hatchback,"EGP 500,000"
Skoda,Felecia,1,1997,Benzine,Manual,,,"EGP 120,000"
Mitsubishi,Lancer,100000,1993,Benzine,Manual,1300,Sedan,"EGP 150,000"
BMW,X3,60000,2024,Benzine,Automatic,2000,SUV,"EGP 3,150,000"
Peugeot,508,96000,2022,Benzine,Automatic,,Sedan,"EGP 1,180,000"
Nissan,Sunny,240000,2014,Benzine,Automatic,1500,Sedan,"EGP 425,000"
Toyota,Corolla,146000,2015,Benzine,Automatic,1600,Sedan,"EGP 790,000"
Lada,2107,190000,2007,Benzine,Manual,,,"EGP 130,000"
Peugeot,406,199000,1998,Benzine,Manual,1800,Sedan,"EGP 200,000"
Chevrolet,Aveo,18000,2010,Benzine,Automatic,1500,Sedan,"EGP 330,000"
Renault,Logan,108000,2012,Benzine,Manual,1600,Sedan,"EGP 300,000"
Isuzu,D-Max,8000,1997,Diesel,Manual,,Pickup,"EGP 360,000"
Seat,Leon,14000,2025,Benzine,Automatic,,SUV,"EGP 1,360,000"
Opel,Vectra,170000,2008,Benzine,Automatic,2200,Sedan,"EGP 470,000"
Mercedes-Benz,C200,22000,2022,Benzine,Automatic,,Sedan,"EGP 3,250,000"
Kia,Sorento,140000,2019,Benzine,Automatic,3500,SUV,"EGP 1,290,000"
Opel,Astra,340000,2013,Benzine,Automatic,1600,Sedan,"EGP 420,000"
Speranza,A516,220000,2009,Benzine,Manual,1600,Sedan,"EGP 210,000"
Chery,Tiggo 4,4000,2025,Benzine,Automatic,,Hatchback,"EGP 945,000"
Changan,EADO,37000,2022,Benzine,Automatic,1600,Sedan,"EGP 580,000"
Fiat,128,1,1982,Benzine,Manual,,Sedan,"EGP 80,000"
Daihatsu,Charade,250000,1993,Benzine,Manual,900,Hatchback,"EGP 125,000"
Fiat,Shahin,110000,2001,Benzine,Manual,1400,Sedan,"EGP 140,000"
Fiat,127,100000,1977,Benzine,Manual,950,Small city car,"EGP 38,000"
Fiat,Linea,210000,2013,Benzine,Automatic,1600,Sedan,"EGP 380,000"
Fiat,128,300000,1985,Benzine,Manual,1100,Sedan,"EGP 48,000"
Changan,Alsvin,70000,2022,Benzine,Automatic,1500,Sedan,"EGP 520,000"
Subaru,Forester,120000,2010,Benzine,Automatic,2000,4X4,"EGP 650,000"
Ford,Focus,332000,2018,Benzine,Automatic,1000,Sedan,"EGP 510,000"
Mercedes-Benz,CLA 180,145000,2015,Benzine,Automatic,,Sedan,"EGP 1,300,000"
Mazda,323,700000,1982,Benzine,Manual,1200,Sedan,"EGP 90,000"
Mitsubishi,Lancer,90000,2018,Benzine,Automatic,1600,Sedan,"EGP 780,000"
Mercedes-Benz,GLC 300,42000,2023,Benzine,Automatic,2000,SUV,"EGP 4,100,000"
Hyundai,Veloster,100000,2019,Benzine,Automatic,1600,Hatchback,"EGP 1,150,000"
Nissan,Sunny,135000,2013,Benzine,Automatic,1500,Sedan,"EGP 430,000"
Renault,Kadjar,115000,2019,Benzine,Automatic,1400,SUV,"EGP 790,000"
Jaguar,Other,105000,2006,Benzine,Automatic,4200,Sedan,"EGP 800,000"
Fiat,132,1,1974,Benzine,Manual,1600,Sedan,"EGP 58,000"
Daewoo,Lanos,175000,2007,Benzine,Manual,1500,Sedan,"EGP 200,000"
Mercedes-Benz,C200,13900,2024,Benzine,Automatic,1500,Sedan,"EGP 2,850,000"
Suzuki,Maruti,100000,2011,Benzine,Manual,800,Small city car,"EGP 160,000"
Opel,Crossland,75000,2022,Benzine,Automatic,1300,SUV,"EGP 780,000"
Chevrolet,Lanos,214000,2011,Benzine,Manual,1500,Sedan,"EGP 300,000"
Fiat,Regata,150000,1988,Benzine,Manual,1500,Sedan,"EGP 70,000"
Volvo,240,180000,1980,Benzine,Automatic,200,Sedan,"EGP 120,000"
Nissan,Juke,130000,2016,Benzine,Automatic,1600,SUV,"EGP 595,000"
Audi,Q8,1,2025,Benzine,Automatic,3000,4X4,"EGP 7,200,000"
Peugeot,405,500000,1994,Benzine,Manual,1600,Sedan,"EGP 160,000"
Mercedes-Benz,C180,29000,2022,Benzine,Automatic,1600,Sedan,"EGP 2,950,000"
BMW,X4,45000,2023,Benzine,Automatic,2000,SUV,"EGP 4,000,000"
Renault,Logan,373000,2021,Benzine,Automatic,,Sedan,"EGP 520,000"
Avatr,11,16000,2023,Electric,Automatic,,SUV,"EGP 2,400,000"
Mercedes-Benz,GLE,20000,2025,Benzine,Automatic,3000,SUV,"EGP 6,350,000"
Opel,Astra,200000,2017,Benzine,Automatic,1600,Sedan,"EGP 585,000"
Nissan,Sunny,190000,2009,Benzine,Automatic,1600,Sedan,"EGP 380,000"
Jeep,Grand Cherokee,118000,2015,Benzine,Automatic,,SUV,"EGP 1,750,000"
Kia,Rio,144000,2016,Benzine,Automatic,1500,Hatchback,"EGP 660,000"
Volvo,XC60,169000,2020,Benzine,Automatic,2000,SUV,"EGP 1,590,000"
Toyota,4Runner,281762,2002,Benzine,Automatic,,4X4,"EGP 2,000,000"
Speranza,Tiggo,110000,2010,Benzine,Automatic,2000,SUV,"EGP 345,000"
Chevrolet,Cruze,120000,2011,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Mitsubishi,Lancer,130000,2016,Natural Gas,Automatic,1600,Sedan,"EGP 650,000"
Chevrolet,Aveo,105000,2018,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Daewoo,,250000,2000,Benzine,Automatic,,,"EGP 275,000"
Dodge,Challenger,6000,2023,Benzine,Automatic,,Sedan,"EGP 6,150,000"
Proton,Gen-2,290000,2013,Benzine,Automatic,1600,Sedan,"EGP 400,000"
BMW,IX3,84000,2012,Benzine,Automatic,2000,Hatchback,"EGP 1,350,000"
Peugeot,301,250000,2017,Benzine,Automatic,1600,Sedan,"EGP 480,000"
Fiat,Ritmo,200000,1979,Benzine,Manual,,Hatchback,"EGP 40,000"
Mercedes-Benz,C180,39000,2020,Benzine,Automatic,1500,Sedan,"EGP 2,350,000"
Kia,Sportage Hybrid,15000,2023,Hybrid,Automatic,1600,Hatchback,"EGP 1,725,000"
BMW,740,5500,2025,Benzine,Automatic,3000,Sedan,"EGP 10,000,000"
Land Rover,Range Rover Vogue,19000,2023,Benzine,Automatic,4400,Estate,"EGP 13,850,000"
Honda,Civic,230000,2011,Benzine,Automatic,,Sedan,"EGP 690,000"
Honda,Civic,55000,2021,Benzine,Automatic,1600,Sedan,"EGP 1,270,000"
Senova,X25,119142,2017,Benzine,Automatic,1500,Hatchback,"EGP 450,000"
Chevrolet,Spark,180000,2008,Benzine,Manual,1000,Hatchback,"EGP 200,000"
Opel,Vectra,260000,2000,Benzine,Manual,1600,Sedan,"EGP 265,000"
Peugeot,3008,99000,2021,Benzine,Automatic,,SUV,"EGP 1,240,000"
Jeep,Grand Cherokee,160000,2019,Benzine,Automatic,5700,4X4,"EGP 2,250,000"
Volkswagen,T-Roc,45000,2023,Benzine,Automatic,1400,Hatchback,"EGP 1,400,000"
Chevrolet,Other,280000,1998,Diesel,Manual,2400,Pickup,"EGP 280,000"
Mitsubishi,Pajero,99000,2014,Benzine,Automatic,,4X4,"EGP 1,499,000"
Geely,Emgrand 7,215000,2015,Benzine,Manual,,,"EGP 270,000"
Hyundai,Accent,342000,2000,Benzine,Manual,,,"EGP 120,000"
Kia,Rio,138000,2017,Benzine,Automatic,1400,Hatchback,"EGP 550,000"
Opel,Astra,100000,2003,Benzine,Automatic,,Sedan,"EGP 240,000"
Opel,Astra,244,2004,Benzine,Automatic,1600,Sedan,"EGP 290,000"
Toyota,Corolla,146000,2011,Benzine,Automatic,1600,Sedan,"EGP 675,000"
Fiat,Shahin,100000,1996,Benzine,Manual,1300,Sedan,"EGP 100,000"
Mercedes-Benz,C200,130000,2019,Benzine,Automatic,1600,Convertible,"EGP 2,280,000"
Hyundai,Accent,375000,2010,Benzine,Manual,1600,Sedan,"EGP 340,000"
Geely,Emgrand 7,325000,2015,Benzine,Manual,1500,Sedan,"EGP 280,000"
Audi,Q3,9000,2025,Benzine,Automatic,1400,SUV,"EGP 2,550,000"
Daihatsu,Terios,165000,2000,Benzine,Manual,1300,Hatchback,"EGP 260,000"
Volkswagen,Tiguan,78000,2021,Benzine,Automatic,1400,SUV,"EGP 1,600,000"
Opel,Astra,100000,2016,Benzine,Automatic,,Sedan,"EGP 505,000"
Volkswagen,Pointer,150000,2005,Benzine,Manual,1600,Hatchback,"EGP 240,000"
Jeep,Liberty,320000,2005,Benzine,Automatic,3700,4X4,"EGP 525,000"
Fiat,Siena,200000,2001,Benzine,Manual,1400,Sedan,"EGP 140,000"
Opel,Vectra,143000,1999,Benzine,Manual,1600,Sedan,"EGP 300,000"
Chery,Tiggo 4,90000,2019,Benzine,Automatic,1500,SUV,"EGP 750,000"
Changhe,Other,100000,2008,Benzine,Manual,1300,Estate,"EGP 220,000"
Nissan,Sunny,257000,2014,Benzine,Automatic,1500,Sedan,"EGP 285,000"
Kia,Sportage,90000,2023,Benzine,Automatic,1600,Hatchback,"EGP 1,490,000"
Mercedes-Benz,C200,38000,2022,Benzine,Automatic,2000,Sedan,"EGP 2,975,000"
Mitsubishi,Pajero,75000,2017,Benzine,Automatic,3500,4X4,"EGP 2,500,000"
Renault,Megane,200000,2001,Benzine,Automatic,1600,Sedan,"EGP 170,000"
Renault,Duster,250000,2016,Benzine,Manual,1600,4X4,"EGP 525,000"
BMW,X6,21000,2023,Benzine,Automatic,4400,SUV,"EGP 6,600,000"
Hawtai,A25,77000,2017,Benzine,Automatic,1500,Hatchback,"EGP 480,000"
Audi,Q8,10300,2023,Electric,Automatic,,SUV,"EGP 4,000,000"
Chevrolet,Lanos,180000,2019,Benzine,Manual,1500,Sedan,"EGP 355,000"
Volkswagen,Jetta,310000,2011,Benzine,Automatic,1600,Sedan,"EGP 550,000"
Daewoo,Lanos,250000,2007,Benzine,Manual,1499,Sedan,"EGP 300,000"
Lada,Granta,52000,2020,Benzine,Manual,1500,Sedan,"EGP 320,000"
Renault,Kadjar,127000,2020,Benzine,Automatic,1200,SUV,"EGP 900,000"
Hyundai,Verna,348000,2014,Benzine,Manual,,4X4,"EGP 300,000"
Mercedes-Benz,S400,110000,2015,Benzine,Automatic,3500,Sedan,"EGP 3,650,000"
Nissan,Qashqai,80000,2018,Benzine,Automatic,1200,SUV,"EGP 800,000"
Hyundai,Accent,90000,2016,Benzine,Automatic,,Sedan,"EGP 549,000"
Daewoo,Nubira,150000,2001,Benzine,Automatic,,Sedan,"EGP 200,000"
Brilliance,FRV Cross,175000,2013,Benzine,Automatic,1600,Hatchback,"EGP 400,000"
BMW,520,128000,2017,Benzine,Automatic,2000,Sedan,"EGP 1,680,000"
Toyota,Corolla,230000,2013,Benzine,Automatic,1600,Sedan,"EGP 730,000"
Mazda,3,193000,2015,Benzine,Automatic,,Sedan,"EGP 590,000"
Mercedes-Benz,GLC 300,23000,2024,Benzine,Automatic,2000,SUV,"EGP 4,750,000"
Mercedes-Benz,E200,1,2022,Benzine,Automatic,2000,Sedan,"EGP 4,250,000"
Volkswagen,Souran,306000,2009,Benzine,Manual,1500,SUV,"EGP 320,000"
Kia,Picanto,100000,2020,Benzine,Automatic,1200,Hatchback,"EGP 710,000"
BMW,316,190000,2014,Benzine,Automatic,1600,Sedan,"EGP 890,000"
Jeep,Cherokee,200000,1990,Benzine,Automatic,4000,4X4,"EGP 155,000"
Fiat,Tipo,75000,2022,Benzine,Automatic,1600,Hatchback,"EGP 750,000"
Daewoo,Leganza,100000,1999,Benzine,Manual,2000,Estate,"EGP 230,000"
Mercedes-Benz,G63,6000,2022,Benzine,Automatic,4000,SUV,"EGP 14,500,000"
Nissan,Sunny,364681,2000,Benzine,Manual,1300,Sedan,"EGP 220,000"
BMW,730,67000,2019,Benzine,Automatic,,Sedan,"EGP 3,500,000"
Skoda,Kodiaq,1,2025,Benzine,Automatic,1500,SUV,"EGP 2,600,000"
Zotye,Z100,122000,2014,Benzine,Automatic,,,"EGP 230,000"
Renault,Logan,100000,2014,Benzine,Manual,1600,Estate,"EGP 310,000"
Peugeot,405,350000,2005,Benzine,Manual,1600,Sedan,"EGP 200,000"
MINI,Cooper,283000,2015,Benzine,Automatic,1500,Hatchback,"EGP 900,000"
Jetour,X70,30000,2024,Benzine,Automatic,1500,SUV,"EGP 1,300,000"
BMW,523,230000,2008,Benzine,Automatic,2500,Sedan,"EGP 700,000"
Renault,Megane,200000,2005,Benzine,Automatic,1600,Sedan,"EGP 330,000"
Mercedes-Benz,C180,280000,2011,Benzine,Automatic,1600,Sedan,"EGP 1,050,000"
Chevrolet,Pickup/Dababa,10000,2001,Diesel,Manual,,Pickup,"EGP 370,000"
Mercedes-Benz,C200,199000,2009,Benzine,Automatic,1800,Sedan,"EGP 1,100,000"
Skoda,Octavia,199700,2007,Benzine,Manual,1600,Sedan,"EGP 600,000"
Lada,1200,500000,1984,Benzine,Manual,1200,Hatchback,"EGP 45,000"
Mercedes-Benz,C180,177000,2013,Benzine,Automatic,,Sedan,"EGP 1,150,000"
Renault,Duster,226000,2019,Benzine,Automatic,1600,SUV,"EGP 600,000"
Mercedes-Benz,C180,19000,2022,Benzine,Automatic,,Sedan,"EGP 3,300,000"
Seat,Ibiza,160000,2018,Benzine,Automatic,1600,Hatchback,"EGP 750,000"
Ford,Focus,264000,2008,Benzine,Automatic,1600,Sedan,"EGP 280,000"
Hyundai,Verna,400000,2009,Benzine,Manual,,,"EGP 240,000"
Fiat,Shahin,2000,2005,Benzine,Manual,1400,Sedan,"EGP 155,000"
Lada,2105,1,1995,Benzine,Manual,,,"EGP 78,000"
Mercedes-Benz,C180,69000,2022,Benzine,Automatic,2000,Sedan,"EGP 2,600,000"
Mercedes-Benz,GLC 300,80000,2020,Benzine,Automatic,2000,SUV,"EGP 3,400,000"
Hyundai,Excel,500000,1995,Benzine,Manual,,,"EGP 130,000"
Kia,Sephia,250000,2001,Benzine,Manual,1600,Sedan,"EGP 190,000"
Nissan,Tiida,145000,2014,Benzine,Automatic,1600,Hatchback,"EGP 520,000"
Kia,Carens,120000,2015,Benzine,Automatic,1600,Sedan,"EGP 725,000"
Skoda,Octavia,250000,1998,Benzine,Manual,1600,Sedan,"EGP 240,000"
Speranza,A620,1000000,2010,Benzine,Automatic,2000,Sedan,"EGP 250,000"
Hyundai,Verna,300000,2008,Benzine,Manual,1600,Sedan,"EGP 285,000"
Renault,Logan,250000,2016,Benzine,Automatic,1600,Sedan,"EGP 385,000"
Renault,9,1,1983,Benzine,Manual,1400,Sedan,"EGP 60,000"
Jeep,Cherokee,240,2016,Benzine,Automatic,5600,4X4,"EGP 1,650,000"
Renault,Kadjar,180000,2017,Benzine,Automatic,1200,Hatchback,"EGP 675,000"
Chevrolet,Lanos,202000,2010,Benzine,Manual,1500,Sedan,"EGP 265,000"
Hyundai,I30,131500,2011,Benzine,Automatic,1600,Hatchback,"EGP 530,000"
Mercedes-Benz,C180,220000,2020,Benzine,Automatic,,Sedan,"EGP 1,990,000"
Hyundai,I10,107000,2010,Benzine,Manual,1100,Hatchback,"EGP 250,000"
Daewoo,Nubira,170000,2006,Benzine,Manual,1600,Sedan,"EGP 260,000"
Kia,Xceed,28000,2025,Benzine,Automatic,,Hatchback,"EGP 1,290,000"
Fiat,Shahin,90000,1998,Benzine,Manual,1400,Sedan,"EGP 120,000"
Suzuki,Pick up,100000,1999,Benzine,Manual,1000,Pickup,"EGP 95,000"
Land Rover,Evoque,25000,2022,Benzine,Automatic,1500,4X4,"EGP 3,300,000"
BMW,218 i,153000,2020,Benzine,Automatic,1500,Sedan,"EGP 1,390,000"
Peugeot,307,263000,2005,Benzine,Automatic,1600,Hatchback,"EGP 350,000"
Land Rover,Evoque,50000,2023,Benzine,Automatic,,SUV,"EGP 3,400,000"
