Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP
Mercedes-Benz,SL-Class,14351,2024,Benzine,Automatic,1991,Convertible,"EGP 7,500,000"
Hyundai,Verna,470000,2014,Natural Gas,Manual,1600,Sedan,"EGP 380,000"
Chery,Tiggo 3,42000,2024,Benzine,Automatic,1600,SUV,"EGP 735,000"
Toyota,Corolla,695000,2014,Benzine,Automatic,,Sedan,"EGP 695,000"
Suzuki,S-Presso,150000,2021,Benzine,Manual,1000,Hatchback,"EGP 395,000"
Fiat,Tipo,100000,1988,Benzine,Manual,1600,Hatchback,"EGP 145,000"
Opel,Grandland,145000,2020,Benzine,Automatic,1500,SUV,"EGP 1,200,000"
BYD,Song L,8000,2024,Electric,Automatic,,Sedan,"EGP 1,750,000"
MG,MG 6,152000,2019,Benzine,Automatic,1500,Sedan,"EGP 740,000"
Mercedes-Benz,C180,159000,2016,Benzine,Automatic,,Sedan,"EGP 1,680,000"
Chevrolet,Optra,90000,2022,Benzine,Automatic,1600,Sedan,"EGP 600,000"
BMW,X6,155000,2010,Benzine,Automatic,3000,SUV,"EGP 1,750,000"
Brilliance,Galena,300000,2007,Benzine,Automatic,2000,Sedan,"EGP 210,000"
Skoda,Superb,53000,2021,Benzine,Automatic,1400,Sedan,"EGP 1,850,000"
Opel,Vectra,275000,1999,Benzine,Manual,2000,Sedan,"EGP 180,000"
Nissan,Qashqai,144000,2019,Benzine,Automatic,1600,SUV,"EGP 850,000"
Mercedes-Benz,C180,34000,2023,Benzine,Automatic,,Sedan,"EGP 2,850,000"
Fiat,127,450000,1976,Benzine,Manual,1000,Hatchback,"EGP 75,000"
Audi,Q3,9000,2024,Benzine,Automatic,,SUV,"EGP 3,200,000"
Fiat,Dogan,100000,1994,Benzine,Manual,1600,Sedan,"EGP 80,000"
Chevrolet,Optra,317000,2007,Benzine,Automatic,1500,Sedan,"EGP 325,000"
Ford,Mustang,3100,2024,Benzine,Automatic,,Sports / Coupe,"EGP 6,200,000"
Citroen,C3 Aircross,25000,2025,Benzine,Automatic,,SUV,"EGP 950,000"
Peugeot,405,230755,2004,Benzine,Manual,1600,Sedan,"EGP 190,000"
Chery,Tiggo 8,23500,2025,Benzine,Automatic,1500,SUV,"EGP 1,100,000"
Skoda,Forman,200000,1994,Benzine,Manual,1400,Hatchback,"EGP 75,000"
Fiat,Grand Punto,135000,2007,Benzine,Automatic,1400,Hatchback,"EGP 300,000"
Jeep,Cherokee,152000,2008,Benzine,Automatic,3700,4X4,"EGP 700,000"
Hyundai,I10,220000,2009,Benzine,Manual,,,"EGP 220,000"
Kia,K4,140000,2019,Benzine,Automatic,1600,Sedan,"EGP 875,000"
Nissan,Sunny,190000,2009,Benzine,Automatic,1600,Sedan,"EGP 450,000"
MG,HS,83000,2022,Benzine,Automatic,1500,SUV,"EGP 1,100,000"
Mercedes-Benz,C180,19500,2023,Benzine,Automatic,1500,Sedan,"EGP 2,850,000"
Renault,Logan,140000,2015,Benzine,Manual,1600,Sedan,"EGP 400,000"
Mercedes-Benz,C180,30000,2023,Benzine,Automatic,1600,Sedan,"EGP 2,650,000"
Toyota,Other,720000,2000,Natural Gas,Manual,,Van / Bus,"EGP 300,000"
Kia,Carens,200000,2013,Benzine,Automatic,1600,SUV,"EGP 700,000"
MINI,Cooper s,48000,2023,Benzine,Automatic,2000,Sports / Coupe,"EGP 1,950,000"
Suzuki,Dzire,13000,2022,Benzine,Manual,,Sedan,"EGP 505,000"
Chevrolet,N300,290000,2016,Benzine,Manual,1200,Van / Bus,"EGP 340,000"
Jeep,Grand Cherokee,215000,2015,Benzine,Automatic,5700,4X4,"EGP 1,460,000"
Chery,Tiggo 3,165000,2017,Benzine,Automatic,1600,SUV,"EGP 520,000"
Peugeot,405,43169,1999,Benzine,Manual,1600,Sedan,"EGP 1,750,000"
Daewoo,Juliet,1,2000,Benzine,Manual,,,"EGP 245,000"
Speranza,A516,111000,2010,Benzine,Manual,1600,Sedan,"EGP 200,000"
Toyota,Corolla,55000,2015,Benzine,Automatic,2000,Sedan,"EGP 830,000"
Hyundai,IX35,140000,2015,Benzine,Automatic,1600,SUV,"EGP 850,000"
Toyota,Land Cruiser,3500,2022,Benzine,Automatic,3500,4X4,"EGP 8,500,000"
BYD,F3,1,2011,Benzine,Manual,,,"EGP 210,000"
Mazda,323,100000,1983,Benzine,Manual,1500,Sedan,"EGP 55,000"
Toyota,Corolla,30000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,060,000"
Suzuki,Pick up,65000,2014,Benzine,Manual,1300,Pickup,"EGP 275,000"
Land Rover,Velar,66000,2022,Benzine,Automatic,2000,SUV,"EGP 3,850,000"
Mercedes-Benz,GLA 200,3000,2025,Benzine,Automatic,1300,SUV,"EGP 3,050,000"
BMW,118,13000,2021,Benzine,Automatic,1500,SUV,"EGP 1,600,000"
Fiat,Punto,116000,2012,Benzine,Manual,1300,Hatchback,"EGP 285,000"
Fiat,Dogan,25000,1995,Benzine,Manual,1600,Sedan,"EGP 135,000"
Seat,Toledo,192000,2016,Benzine,Automatic,1600,Sedan,"EGP 695,000"
Opel,Vectra,160000,2008,Benzine,Automatic,1500,Sedan,"EGP 380,000"
Renault,Rainbow,270000,1999,Benzine,Manual,1300,Sedan,"EGP 140,000"
Renault,Logan,113000,2016,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Hyundai,Verna,120000,2015,Benzine,Manual,1600,Sedan,"EGP 380,000"
Jeep,Renegade,80000,2019,Benzine,Automatic,1400,SUV,"EGP 900,000"
Mercedes-Benz,C180,113000,2022,Benzine,Automatic,1500,Sedan,"EGP 2,650,000"
BMW,116,193000,2012,Benzine,Manual,1600,Hatchback,"EGP 780,000"
Mercedes-Benz,C300,70000,2020,Benzine,Automatic,,Sports / Coupe,"EGP 2,800,000"
Renault,Logan,146000,2013,Benzine,Automatic,1500,Sedan,"EGP 380,000"
Jeep,Wrangler,180,2013,Benzine,Automatic,3600,4X4,"EGP 1,300,000"
Kia,Cerato,44000,2010,Benzine,Automatic,1600,Sedan,"EGP 750,000"
Fiat,128 Nova,91000,2008,Benzine,Manual,1300,Sedan,"EGP 100,000"
Peugeot,405,500000,2010,Benzine,Manual,1600,Sedan,"EGP 190,000"
Subaru,XV,50000,2022,Benzine,Automatic,1600,SUV,"EGP 1,600,000"
Ford,Kuga,131500,2018,Benzine,Automatic,1500,4X4,"EGP 950,000"
Chevrolet,Aveo,176000,2016,Benzine,Automatic,,Sedan,"EGP 410,000"
Renault,Logan,271000,2020,Benzine,Automatic,,Sedan,"EGP 425,000"
Fiat,Shahin,300000,2005,Benzine,Manual,1400,Sedan,"EGP 150,000"
Skoda,Rapid,218000,2013,Benzine,Manual,1300,Sedan,"EGP 475,000"
BMW,525,270000,2007,Benzine,Automatic,,Sedan,"EGP 770,000"
BMW,320,173000,2018,Benzine,Automatic,2000,Sedan,"EGP 1,300,000"
Renault,Duster,8000,2020,Benzine,Automatic,,SUV,"EGP 765,000"
Hyundai,Matrix,110000,2002,Benzine,Automatic,1600,Hatchback,"EGP 550,000"
Mercedes-Benz,C180,170000,2010,Benzine,Automatic,1600,Sedan,"EGP 1,100,000"
Suzuki,Swift,1000000,1994,Benzine,Manual,1300,Sedan,"EGP 115,000"
Mitsubishi,Lancer,560000,2001,Benzine,Manual,,,"EGP 300,000"
Peugeot,508,87000,2021,Benzine,Automatic,,Sedan,"EGP 1,400,000"
Mercedes-Benz,C180,140000,2016,Benzine,Automatic,,Sedan,"EGP 1,650,000"
Fiat,Tipo,138000,2021,Benzine,Automatic,1600,Sedan,"EGP 800,000"
Opel,Astra,165000,2000,Benzine,Manual,1200,Sedan,"EGP 225,000"
Citroen,C5,90000,2021,Benzine,Automatic,1600,SUV,"EGP 1,100,000"
Hyundai,Verna,160000,2014,Benzine,Manual,1600,Sedan,"EGP 420,000"
Renault,Duster,200000,2016,Benzine,Manual,1600,4X4,"EGP 550,000"
Mitsubishi,Lancer,280000,2008,Benzine,Automatic,1300,Sedan,"EGP 350,000"
BMW,X5,17000,2025,Benzine,Automatic,4400,SUV,"EGP 7,250,000"
Toyota,Yaris,167000,2008,Benzine,Automatic,1300,Sedan,"EGP 465,000"
BMW,218 i,190000,2015,Benzine,Automatic,1500,Convertible,"EGP 1,250,000"
Fiat,131,13400,1979,Benzine,Manual,,,"EGP 70,000"
Skoda,Felecia,99999,1995,Benzine,Manual,1300,Hatchback,"EGP 85,000"
Jeep,Cherokee,314446,2008,Benzine,Automatic,,,"EGP 5,000"
Fiat,Shahin,96343,2001,Benzine,Manual,,,"EGP 180,000"
Cupra,Formentor,69000,2023,Benzine,Automatic,2000,Hatchback,"EGP 1,950,000"
Nissan,Qashqai,125000,2020,Benzine,Automatic,1200,Hatchback,"EGP 975,000"
Renault,Duster,90000,2021,Benzine,Automatic,1600,SUV,"EGP 690,000"
Mercedes-Benz,E350,105000,2020,Benzine,Automatic,2000,Sedan,"EGP 2,900,000"
Chery,Tiggo 7,39000,2025,Benzine,Automatic,,SUV,"EGP 925,000"
MG,HS,107000,2021,Benzine,Automatic,,Estate,"EGP 980,000"
Nissan,Qashqai,220000,2018,Benzine,Automatic,1200,SUV,"EGP 820,000"
Nissan,Pickup,200000,2000,Diesel,Manual,,Pickup,"EGP 185,000"
Fiat,131,100000,1980,Benzine,Manual,,,"EGP 60,000"
Peugeot,308 SW,450000,2009,Benzine,Automatic,1600,Hatchback,"EGP 400,000"
Kia,Sephia,1,1999,Benzine,Automatic,,,"EGP 235,000"
Zeekr,007,9000,2024,Electric,Automatic,2000,Sedan,"EGP 2,100,000"
Hyundai,Accent,28000,2017,Benzine,Automatic,,Sedan,"EGP 735,000"
BMW,116,205000,2014,Benzine,Automatic,1600,Hatchback,"EGP 775,000"
Mercedes-Benz,E200,35000,2020,Benzine,Automatic,2000,Sedan,"EGP 3,650,000"
Mercedes-Benz,EQA 260,25000,2023,Electric,Automatic,140,SUV,"EGP 1,650,000"
Hyundai,Excel,300000,1997,Benzine,Manual,1500,Sedan,"EGP 120,000"
Nissan,Qashqai,92000,2022,Benzine,Automatic,1400,SUV,"EGP 1,200,000"
Lada,2107,149000,2005,Benzine,Manual,1500,Sedan,"EGP 110,000"
MG,RX5,129000,2019,Benzine,Automatic,1500,Hatchback,"EGP 830,000"
Jeep,Grand Cherokee,230000,2016,Benzine,Automatic,,4X4,"EGP 1,600,000"
Kia,Cerato,24000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,130,000"
Volkswagen,Bora,221000,2000,Benzine,Automatic,1600,Sedan,"EGP 410,000"
Renault,Megane,125000,2008,Benzine,Automatic,1600,Sedan,"EGP 320,000"
Geely,MK,8000,2008,Benzine,Manual,2000,Sedan,"EGP 145,000"
Honda,Civic,220000,1993,Benzine,Automatic,,,"EGP 230,000"
Haval,H6,115000,2022,Benzine,Automatic,1500,Hatchback,"EGP 1,200,000"
Fiat,131,100000,1980,Benzine,Manual,1600,Sedan,"EGP 85,000"
Kia,Sportage Hybrid,8000,2024,Benzine,Automatic,1600,SUV,"EGP 2,100,000"
Chevrolet,Lanos,223000,2013,Benzine,Automatic,,,"EGP 300,000"
Opel,Astra,83000,2009,Benzine,Automatic,1600,Hatchback,"EGP 390,000"
BMW,X6,18700,2025,Benzine,Automatic,4400,SUV,"EGP 8,200,000"
Peugeot,508,114000,2020,Benzine,Automatic,1600,Sedan,"EGP 980,000"
Kia,Shuma,174000,2000,Hybrid,Automatic,,,"EGP 200,000"
Baic,X55,900,2025,Benzine,Automatic,,SUV,"EGP 1,280,000"
Geely,Ck2,35000,2008,Benzine,Automatic,,Sedan,"EGP 230,000"
Renault,Megane,300000,2006,Benzine,Manual,1600,Sedan,"EGP 275,000"
Land Rover,Evoque,216000,2012,Benzine,Automatic,2000,SUV,"EGP 1,650,000"
Fiat,Shahin,1,1996,Benzine,Manual,,,"EGP 97,000"
Nissan,Sunny,120000,2022,Benzine,Automatic,1500,Sedan,"EGP 590,000"
Daewoo,Nubira,252500,2006,Benzine,Manual,1500,Sedan,"EGP 255,000"
Fiat,Tipo,44000,2021,Benzine,Automatic,1600,Sedan,"EGP 760,000"
Lada,2107,80000,2012,Benzine,Manual,1600,Sedan,"EGP 110,000"
Renault,Logan,286000,2016,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Toyota,Corolla,100000,2020,Benzine,Automatic,,Sedan,"EGP 975,000"
Nissan,Sunny,400000,1998,Benzine,Manual,1300,Sedan,"EGP 170,000"
Porsche,Cayenne,10000,2004,Benzine,Automatic,4800,SUV,"EGP 2,100,000"
Daewoo,Matiz,154000,1990,Benzine,Manual,800,Hatchback,"EGP 130,000"
Suzuki,Baleno,130000,1998,Benzine,Automatic,1300,Sedan,"EGP 220,000"
Chevrolet,Spark,115000,2008,Benzine,Manual,,,"EGP 230,000"
Volkswagen,ID4,7500,2024,Electric,Automatic,,SUV,"EGP 1,600,000"
Daewoo,Lanos,200000,1997,Benzine,Manual,,Sedan,"EGP 210,000"
Mitsubishi,Lancer,101000,2016,Benzine,Automatic,,Sedan,"EGP 630,000"
Mitsubishi,Lancer,300000,1992,Benzine,Manual,1300,Sedan,"EGP 100,000"
Peugeot,405,420000,1995,Benzine,Manual,,,"EGP 165,000"
Toyota,Land Cruiser,35000,2018,Benzine,Automatic,4000,4X4,"EGP 5,800,000"
BMW,318,200011,2000,Benzine,Automatic,1800,Sedan,"EGP 440,000"
Daewoo,Nubira,247769,2000,Benzine,Manual,1600,Sedan,"EGP 250,000"
Ssang Yong,Tivoli XLV,153000,2017,Benzine,Automatic,1600,Hatchback,"EGP 670,000"
Suzuki,Maruti,105000,2014,Benzine,Manual,800,Hatchback,"EGP 155,000"
BMW,X1,175000,2017,Benzine,Automatic,,Hatchback,"EGP 1,300,000"
Jeep,Cherokee,300000,1998,Benzine,Automatic,4200,4X4,"EGP 360,000"
BMW,316,117000,2014,Benzine,Automatic,,Sedan,"EGP 1,125,000"
Volkswagen,Polo,250000,2001,Benzine,Automatic,1400,Hatchback,"EGP 290,000"
MG,MG 5,130000,2021,Benzine,Automatic,1600,Sedan,"EGP 700,000"
Hyundai,Accent,250000,2008,Diesel,Automatic,1600,Sedan,"EGP 380,000"
Fiat,Shahin,200000,2000,Benzine,Manual,1400,Sedan,"EGP 110,000"
Faw,N5,200000,2013,Benzine,Manual,1330,Sedan,"EGP 50,000"
Mitsubishi,Lancer,120000,2013,Benzine,Automatic,1600,Sedan,"EGP 640,000"
Mercedes-Benz,A 35 AMG,100000,2022,Diesel,Automatic,256,Sedan,"EGP 2,500,000"
Hyundai,Elantra,10456,2025,Benzine,Automatic,1600,Sedan,"EGP 1,080,000"
Hyundai,I10,54000,2022,Benzine,Automatic,1200,Hatchback,"EGP 695,000"
Mercedes-Benz,C180,12000,2023,Benzine,Automatic,,Sedan,"EGP 2,750,000"
Chevrolet,Optra,148000,2021,Benzine,Automatic,1500,Sedan,"EGP 510,000"
Speranza,A516,135000,2010,Benzine,Manual,1600,Sedan,"EGP 250,000"
Hyundai,Tucson,130000,2022,Benzine,Automatic,1600,SUV,"EGP 1,540,000"
Kia,Cerato,152000,2015,Benzine,Automatic,1600,Sedan,"EGP 780,000"
Hyundai,Accent,244000,1999,Benzine,Manual,1500,Sedan,"EGP 238,500"
BMW,520,50000,1948,Benzine,Manual,1800,Sedan,"EGP 140,000"
Skoda,Octavia,190000,1998,Benzine,Manual,1600,Sedan,"EGP 320,000"
Kia,Xceed,15000,2025,Benzine,Automatic,1500,SUV,"EGP 1,450,000"
Renault,19,190000,1999,Benzine,Manual,1400,Sedan,"EGP 90,000"
Volkswagen,Golf,70000,1983,Benzine,Manual,1800,Hatchback,"EGP 210,000"
MG,MG 6,148000,2020,Benzine,Automatic,1500,Sedan,"EGP 680,000"
Daihatsu,Kancil,1552,1999,Benzine,Automatic,1000,Hatchback,"EGP 215,000"
BMW,320,170000,2018,Benzine,Automatic,,Sedan,"EGP 1,375,000"
BYD,F3,118000,2022,Benzine,Automatic,1500,Sedan,"EGP 490,000"
Nissan,Sentra,36000,2023,Benzine,Automatic,1600,Sedan,"EGP 775,000"
Lada,2105,120000,1995,Benzine,Manual,1200,Sedan,"EGP 40,000"
Citroen,C Elysee,330000,2016,Benzine,Automatic,1600,Sedan,"EGP 390,000"
Renault,Logan,110000,2022,Benzine,Automatic,1600,Sedan,"EGP 505,000"
Speranza,A113,268144,2008,Benzine,Manual,1300,Hatchback,"EGP 215,000"
Opel,Grandland,188000,2021,Benzine,Automatic,1600,Estate,"EGP 1,050,000"
Volkswagen,Golf,280,2001,Benzine,Manual,1400,Hatchback,"EGP 430,000"
Daewoo,Nubira,172000,1997,Benzine,Automatic,1500,Sedan,"EGP 235,000"
BMW,X3 M,107000,2019,Benzine,Automatic,3000,4X4,"EGP 2,650,000"
Seat,Ibiza,10000,1992,Benzine,Manual,1300,Hatchback,"EGP 105,000"
Peugeot,5008,22000,2022,Benzine,Automatic,,SUV,"EGP 1,785,000"
Daewoo,Lanos,221000,2007,Benzine,Manual,,,"EGP 260,000"
Chery,Arrizo 5,22000,2025,Benzine,Automatic,1500,Sedan,"EGP 660,000"
Daewoo,Lanos,300000,1998,Benzine,Manual,,,"EGP 190,000"
Suzuki,Swift,1,1997,Benzine,Manual,,Sedan,"EGP 162,500"
Mercedes-Benz,C180,228000,2015,Benzine,Automatic,1600,Sedan,"EGP 1,570,000"
Renault,Kadjar,158000,2019,Benzine,Automatic,1200,SUV,"EGP 650,000"
Citroen,DS7,130000,2022,Benzine,Automatic,1600,SUV,"EGP 1,500,000"
Daewoo,Lanos,1,2003,Benzine,Manual,,,"EGP 200,000"
Hyundai,Matrix,340000,2001,Benzine,Automatic,1600,Hatchback,"EGP 380,000"
Volvo,XC40,58000,2022,Benzine,Automatic,2000,SUV,"EGP 2,100,000"
Renault,Logan,225000,2018,Benzine,Manual,1600,Sedan,"EGP 400,000"
Zotye,Z100,56000,2020,Benzine,Manual,,,"EGP 280,000"
Renault,Megane,123000,2001,Benzine,Automatic,1600,Sedan,"EGP 240,000"
Chevrolet,Aveo,200000,2019,Benzine,Automatic,,Sedan,"EGP 435,000"
Kia,Carnival,20000,2024,Benzine,Automatic,1600,SUV,"EGP 1,500,000"
Daewoo,Nubira,250000,2006,Benzine,Automatic,1600,Sedan,"EGP 270,000"
Opel,Grandland,149000,2019,Benzine,Automatic,,SUV,"EGP 950,000"
Chevrolet,Aveo,300000,2011,Benzine,Automatic,1400,Sedan,"EGP 380,000"
MINI,Clubman,100000,2008,Benzine,Automatic,,Hatchback,"EGP 590,000"
Toyota,Yaris,207000,2008,Benzine,Manual,1300,Sedan,"EGP 440,000"
Volkswagen,Parati,180000,2005,Natural Gas,Manual,1600,Hatchback,"EGP 145,000"
Mercedes-Benz,C200,171400,2009,Benzine,Automatic,1800,Sedan,"EGP 1,100,000"
Skoda,Octavia,220000,2014,Benzine,Automatic,1400,Sedan,"EGP 650,000"
Speranza,A516,355,2010,Natural Gas,Manual,1600,Sedan,"EGP 275,000"
Mercedes-Benz,C180,100000,2018,Benzine,Automatic,1600,Sedan,"EGP 2,000,000"
Toyota,Corolla,33000,2020,Benzine,Automatic,1600,Sedan,"EGP 965,000"
Ford,Focus,250000,2017,Benzine,Automatic,,Sedan,"EGP 600,000"
Renault,Logan,90000,2016,Benzine,Manual,,Sedan,"EGP 390,000"
Jeep,Cherokee,230000,2012,Benzine,Automatic,3700,4X4,"EGP 900,000"
Mercedes-Benz,C180,38000,2020,Benzine,Automatic,1600,Sedan,"EGP 2,500,000"
Land Rover,Range Rover Sport,100000,2019,Benzine,Automatic,2000,4X4,"EGP 4,300,000"
Mercedes-Benz,C180,125000,2020,Benzine,Automatic,1500,Sedan,"EGP 2,100,000"
Volkswagen,Passat,200000,2010,Benzine,Automatic,1400,Sedan,"EGP 750,000"
MG,ZS,123000,2022,Benzine,Automatic,1500,SUV,"EGP 690,000"
Volvo,XC90,114500,2019,Benzine,Automatic,2000,SUV,"EGP 2,150,000"
Geely,Emgrand X7,50000,2019,Benzine,Automatic,1600,Hatchback,"EGP 720,000"
Mercedes-Benz,C200,60000,2022,Benzine,Automatic,,Sedan,"EGP 3,100,000"
Volkswagen,Tiguan,45000,2023,Benzine,Automatic,,SUV,"EGP 1,900,000"
Suzuki,Celerio,7000,2022,Benzine,Automatic,,Hatchback,"EGP 550,000"
Hyundai,Elantra,1,1994,Benzine,Manual,,,"EGP 110,000"
Mercedes-Benz,A200,50000,2021,Benzine,Automatic,1600,Sedan,"EGP 1,380,000"
Changan,Benni mini,62000,2015,Benzine,Manual,1000,Hatchback,"EGP 265,000"
Skoda,Roomster,134000,2008,Benzine,Manual,1600,MPV,"EGP 385,000"
Daihatsu,Charade,933242,1990,Benzine,Automatic,1300,Sedan,"EGP 150,000"
Suzuki,Van,425000,1993,Benzine,Manual,1300,Van / Bus,"EGP 160,000"
Opel,Insignia,90000,2019,Benzine,Automatic,1600,Sedan,"EGP 1,050,000"
Mercedes-Benz,A200,75000,1998,Benzine,Automatic,2000,Sedan,"EGP 1,050,000"
Nissan,Sunny,83000,2023,Benzine,Automatic,,Sedan,"EGP 570,000"
Daewoo,Lanos,364700,2007,Benzine,Manual,,Sedan,"EGP 200,000"
Toyota,Yaris,130000,2015,Benzine,Automatic,,Sedan,"EGP 570,000"
Chevrolet,Aveo,152000,2014,Benzine,Automatic,1500,Sedan,"EGP 465,000"
Hyundai,Accent,130000,2015,Benzine,Automatic,1600,Sedan,"EGP 560,000"
BMW,320,140000,2018,Benzine,Automatic,2000,Sedan,"EGP 1,580,000"
Hyundai,Accent,71000,2010,Benzine,Manual,1600,Sedan,"EGP 460,000"
Mercedes-Benz,C180,250000,2013,Benzine,Automatic,1600,Sedan,"EGP 980,000"
Fiat,128,25550,1991,Benzine,Manual,1300,Sedan,"EGP 65,000"
Porsche,Macan,80000,2021,Benzine,Automatic,,SUV,"EGP 3,150,000"
Opel,Astra,142000,2017,Benzine,Automatic,1600,Sedan,"EGP 650,000"
Chevrolet,Pickup/Dababa,118541,1994,Benzine,Manual,,Other,"EGP 390,000"
BMW,520,238000,2014,Benzine,Automatic,2000,Sedan,"EGP 1,550,000"
Renault,Sandero Stepway,140000,2020,Benzine,Automatic,,Hatchback,"EGP 500,000"
Geely,Emgrand 7,280000,2014,Benzine,Manual,,,"EGP 280,000"
Opel,Corsa,50000,1996,Benzine,Automatic,1200,Hatchback,"EGP 200,000"
Suzuki,Swift,31000,2021,Benzine,Automatic,1200,Hatchback,"EGP 650,000"
Seat,Ateca,66000,2022,Benzine,Automatic,1400,SUV,"EGP 1,650,000"
Citroen,C4,170000,2007,Benzine,Automatic,,Hatchback,"EGP 360,000"
Geely,Ck2,100000,2009,Benzine,Manual,1300,Other,"EGP 160,000"
BMW,320,184000,2014,Benzine,Automatic,2000,Sedan,"EGP 1,150,000"
Mercedes-Benz,E300,11000,2021,Benzine,Automatic,2000,Sedan,"EGP 4,050,000"
Hyundai,Verna,230000,2018,Benzine,Automatic,1600,Sedan,"EGP 550,000"
Volkswagen,Jetta,160000,2008,Benzine,Automatic,2000,Sedan,"EGP 650,000"
Fiat,Other,1000000,1968,Benzine,Manual,1500,Sedan,"EGP 250,000"
Skoda,Superb,72000,2014,Benzine,Automatic,1400,Sedan,"EGP 975,000"
Mercedes-Benz,E180,165000,2018,Benzine,Automatic,,Sedan,"EGP 2,580,000"
Mercedes-Benz,B180,100000,2021,Benzine,Automatic,,Hatchback,"EGP 1,550,000"
Kia,Sportage,80000,2020,Benzine,Automatic,1600,SUV,"EGP 1,380,000"
Brilliance,FRV,180000,2009,Benzine,Manual,1600,Hatchback,"EGP 220,000"
Daewoo,Nubira,300000,2006,Benzine,Manual,1600,Sedan,"EGP 250,000"
Mazda,323,160,1982,Benzine,Manual,1300,4X4,"EGP 80,000"
BYD,F3,90000,2020,Natural Gas,Automatic,1500,Sedan,"EGP 500,000"
Nissan,Qashqai,60000,2022,Benzine,Automatic,,SUV,"EGP 1,000,000"
Mazda,323,190000,1982,Benzine,Manual,1500,Sedan,"EGP 78,000"
Renault,Megane,1,2005,Benzine,Automatic,166,Sedan,"EGP 330,000"
Mercedes-Benz,C180,37000,2022,Benzine,Automatic,1600,Sedan,"EGP 2,700,000"
Renault,Clio,195000,2002,Benzine,Manual,1200,Sedan,"EGP 230,000"
Fiat,128,200000,1986,Benzine,Manual,1300,Sedan,"EGP 70,000"
Suzuki,Maruti,120000,2001,Benzine,Manual,800,Hatchback,"EGP 100,000"
Mercedes-Benz,E200,20000,2022,Benzine,Automatic,2000,Sedan,"EGP 3,450,000"
Hyundai,Matrix,200000,2006,Benzine,Automatic,1600,Hatchback,"EGP 460,000"
Fiat,Regata,200000,1984,Benzine,Manual,1500,Sedan,"EGP 85,000"
Renault,Duster,88000,2021,Benzine,Automatic,1600,SUV,"EGP 720,000"
Mercedes-Benz,C200,50000,2021,Benzine,Automatic,1500,Convertible,"EGP 2,600,000"
BMW,520,80000,2018,Benzine,Automatic,1600,Sedan,"EGP 2,100,000"
Mitsubishi,Lancer,330000,1998,Benzine,Manual,1300,Sedan,"EGP 275,000"
Skoda,Kodiaq,111000,2019,Benzine,Automatic,1400,SUV,"EGP 1,500,000"
Opel,Corsa,200000,1994,Benzine,Manual,,,"EGP 150,000"
BYD,F3,300000,2011,Natural Gas,Manual,,Sedan,"EGP 240,000"
Geely,GX3 Pro,30000,2024,Benzine,Automatic,,Hatchback,"EGP 720,000"
Nissan,X-Trail,230000,2009,Benzine,Automatic,2400,Hatchback,"EGP 590,000"
Hyundai,Tucson,123000,2021,Benzine,Automatic,1600,SUV,"EGP 1,300,000"
Fiat,Uno,63455,1998,Benzine,Manual,1000,Hatchback,"EGP 180,000"
Volkswagen,Polo,3000,1998,Benzine,Manual,,,"EGP 185,000"
Fiat,127,10000,1985,Benzine,Manual,900,Hatchback,"EGP 60,000"
Mazda,3,160000,2008,Benzine,Automatic,2000,Sedan,"EGP 380,000"
Chevrolet,Lanos,100000,2019,Benzine,Manual,,Sedan,"EGP 250,000"
Daewoo,Lanos,165000,1999,Benzine,Automatic,1500,Sedan,"EGP 275,000"
Kia,Sportage,30000,2024,Benzine,Automatic,1600,Hatchback,"EGP 1,850,000"
Honda,City,300000,2004,Benzine,Automatic,,,"EGP 250,000"
Renault,Duster,230000,2017,Benzine,Automatic,1600,SUV,"EGP 520,000"
Volkswagen,Passat,315000,2000,Benzine,Automatic,2000,Estate,"EGP 340,000"
Speranza,A516,130000,2009,Benzine,Manual,1600,Sedan,"EGP 235,000"
Renault,Logan,250000,2010,Benzine,Manual,1600,Sedan,"EGP 285,000"
Chery,Tiggo 7,30500,2023,Benzine,Automatic,,SUV,"EGP 830,000"
Mitsubishi,Lancer,60000,2016,Benzine,Automatic,,Sedan,"EGP 755,000"
Daewoo,Lacetti,300000,2003,Benzine,Automatic,,Sedan,"EGP 300,000"
Hyundai,Verna,204000,2012,Benzine,Manual,1600,Sedan,"EGP 350,000"
Nissan,Qashqai,128000,2021,Benzine,Automatic,1200,SUV,"EGP 850,000"
Fiat,131,100000,1983,Benzine,Manual,1300,Sedan,"EGP 160,000"
Fiat,128,397780,1980,Benzine,Manual,1100,Sedan,"EGP 65,000"
Mercedes-Benz,200,30000,1979,Benzine,Manual,2000,Sedan,"EGP 130,000"
Lada,2107,90000,2009,Benzine,Manual,1600,Sedan,"EGP 80,000"
Fiat,Tipo,100000,2020,Benzine,Automatic,1600,Sedan,"EGP 720,000"
MG,ZS,43000,2025,Diesel,Automatic,1500,SUV,"EGP 1,025,000"
Audi,Q3,99000,2015,Benzine,Automatic,1600,SUV,"EGP 1,200,000"
Skoda,Kodiaq,200000,2020,Benzine,Automatic,1400,SUV,"EGP 1,380,000"
